,label,position.x,position.y,position.z,dimensions.x,dimensions.y
1224,Car,-34.634,-28.229,1.093,1.94,4.302
1225,Car,-65.803,-61.826,1.013,1.94,4.302
1226,Car,182.401,197.639,0.493,2.077,4.48
1227,Car,-24.022,38.877,0.506,2.048,4.609
1228,Car,20.917,7.334,0.399,1.884,4.162
1229,Car,77.27,102.08,0.679,2.119,4.52
1230,Car,-19.321,-18.584,0.763,1.94,4.302
1231,Car,114.778,140.501,0.295,2.039,4.503
1232,Car,61.753,62.483,0.282,2.039,4.669
1233,Car,55.958,56.33,0.24,2.007,4.879
1234,Pedestrian,-3.819,22.999,0.625,0.77,0.933
1235,Car,111.411,136.687,0.345,2.039,4.503
1236,Car,-22.066,1.282,0.631,1.768,4.339
1237,Car,69.3,69.879,0.188,1.794,4.207
1238,Car,77.817,78.463,0.23,1.815,3.695
1239,Car,-0.846,4.746,0.713,1.893,4.097
1240,Car,85.008,85.754,0.343,1.858,3.593
1241,Car,134.621,159.967,0.295,2.039,4.503
1242,Car,83.704,-77.077,4.903,1.841,4.408
1243,Car,44.187,-25.241,1.648,1.841,4.408
1244,Car,-55.689,83.382,0.519,1.825,4.441
1245,Car,152.975,179.175,0.295,2.039,4.503
1246,Car,148.22,183.219,0.672,2.402,4.634
1247,Car,86.425,111.36,0.461,1.853,4.24
1248,Car,-53.643,76.94,0.459,1.756,4.441
1249,Car,-64.358,-41.703,0.999,1.961,4.215
1250,Car,65.525,66.295,0.119,1.682,4.226
1251,Car,176.901,194.008,0.543,2.077,4.48
1252,Car,30.894,-5.2,0.543,2.03,4.951
1253,Car,-102.3,123.695,0.419,1.825,4.441
1254,Car,-12.229,-6.659,0.75,1.836,4.204
1255,Car,-125.718,149.979,0.769,1.825,4.441
1256,Car,-18.269,4.736,0.539,1.809,4.76
1257,Car,156.172,159.028,0.201,1.983,4.2
1258,Car,-78.014,100.805,0.518,1.825,4.441
1259,Car,-61.959,84.631,0.459,1.756,4.441
1260,Car,188.862,200.348,0.243,2.077,4.48
1261,Car,81.12,81.989,0.29,1.915,4.2
1262,Car,11.044,-7.982,0.322,1.841,5.174
1263,Car,-39.265,-16.085,0.804,1.961,4.215
1264,Car,96.07,121.35,0.513,2.039,4.31
1265,Car,101.254,126.228,0.454,2.039,4.503
1266,Car,90.591,115.466,0.513,2.021,4.24
1267,Car,-23.454,-35.891,0.974,1.881,4.18
1268,Car,59.039,73.324,0.326,1.812,4.691
1269,Car,145.077,151.418,0.477,2.411,4.905
1270,Car,111.845,126.545,0.58,2.195,4.524
1271,Car,83.903,98.578,0.376,1.777,4.436
1272,Car,26.149,13.488,0.218,1.886,4.787
1273,Car,37.906,48.884,0.477,2.077,4.951
1274,Car,0.338,16.22,0.635,1.806,4.391
1275,Car,102.411,117.53,0.742,2.195,4.524
1276,Car,19.57,34.164,0.495,1.806,4.561
1277,Car,92.003,106.472,0.676,2.195,4.524
1278,Car,11.518,30.098,0.425,1.806,4.391
1279,Pedestrian,23.524,52.787,0.863,0.946,1.081
1280,Car,16.341,21.624,0.441,1.934,4.229
1281,Car,144.898,151.292,0.477,2.411,4.905
1282,Car,102.458,117.518,0.57,2.195,4.524
1283,Car,26.105,13.513,0.23,1.815,4.816
1284,Car,16.404,21.591,0.445,1.934,4.162
1285,Car,83.8,98.427,0.332,1.794,4.436
1286,Car,58.84,73.135,0.376,1.812,4.691
1287,Car,176.219,188.284,0.493,2.077,4.48
1288,Car,191.153,212.227,0.11,1.997,4.48
1289,Car,37.787,48.813,0.427,2.077,4.951
1290,Car,111.823,126.521,0.554,2.195,4.524
1291,Car,91.939,106.406,0.676,2.195,4.691
1292,Pedestrian,23.488,52.739,0.938,0.956,0.985
1293,Car,19.41,34.007,0.445,1.806,4.561
1294,Car,20.759,31.401,0.591,1.867,4.629
1295,Car,-60.458,-37.423,0.934,2.104,4.215
1296,Car,26.281,36.583,0.451,1.867,4.689
1297,Car,-44.205,-44.985,0.986,2.049,4.409
1298,Car,-77.915,105.728,0.519,1.825,4.441
1299,Car,82.091,107.072,0.679,1.99,4.386
1300,Car,-30.673,-7.523,0.759,1.849,4.723
1301,Car,-5.577,-4.759,0.745,1.94,4.302
1302,Car,-13.963,1.138,0.689,1.756,4.441
1303,Pedestrian,7.117,35.605,0.781,0.824,1.259
1304,Car,-6.854,26.46,0.589,2.102,4.628
1305,Car,34.919,-11.359,0.811,1.924,4.164
1306,Car,50.749,-33.611,2.318,1.841,4.408
1307,Car,46.524,-20.112,1.383,1.841,4.408
1308,Car,-8.704,23.317,0.6,1.937,4.143
1309,Car,114.658,116.61,0.221,1.983,4.2
1310,Car,-130.885,139.306,0.169,1.825,4.441
1311,Car,-19.084,33.955,0.658,2.17,4.835
1312,Car,-13.885,28.142,0.481,2.044,4.381
1313,Car,126.755,152.526,0.295,2.039,4.503
1314,Car,-93.881,116.436,0.697,1.913,4.441
1315,Car,-37.129,47.823,0.226,1.913,4.441
1316,Car,72.217,-61.979,3.887,1.841,4.408
1317,Car,30.394,1.93,0.341,1.841,4.408
1318,Car,86.934,-84.994,6.086,1.841,4.408
1319,Car,60.274,-46.229,3.434,1.841,4.408
1320,Car,125.363,127.323,0.321,1.983,4.2
1321,Car,164.026,166.822,0.201,1.983,4.2
1322,Car,138.981,141.251,0.221,1.983,4.2
1323,Car,-61.877,93.662,-0.031,1.825,4.441
1324,Car,-13.929,9.403,0.572,1.849,4.464
1325,Car,106.6,131.627,0.454,2.039,4.503
1326,Car,-34.132,-27.792,1.083,1.94,4.302
1327,Car,-64.769,-60.849,1.013,1.94,4.302
1328,Car,182.401,197.639,0.493,2.077,4.48
1329,Car,-24.022,38.877,0.506,2.048,4.609
1330,Car,20.917,7.334,0.399,1.884,4.162
1331,Car,77.27,102.08,0.679,2.119,4.52
1332,Car,-19.191,-18.446,0.763,1.94,4.302
1333,Car,114.778,140.501,0.295,2.039,4.503
1334,Car,61.753,62.483,0.282,2.039,4.669
1335,Car,55.958,56.33,0.24,2.007,4.879
1336,Pedestrian,-3.73,23.087,0.633,0.77,0.933
1337,Car,111.411,136.687,0.345,2.039,4.503
1338,Car,-22.066,1.282,0.631,1.768,4.339
1339,Car,69.3,69.879,0.188,1.794,4.207
1340,Car,77.817,78.463,0.23,1.815,3.695
1341,Car,-0.348,5.253,0.715,1.893,4.097
1342,Car,85.008,85.754,0.343,1.858,3.593
1343,Car,134.621,159.967,0.295,2.039,4.503
1344,Car,83.408,-76.679,4.877,1.841,4.408
1345,Car,43.883,-24.981,1.614,1.841,4.408
1346,Car,-56.182,83.834,0.519,1.825,4.441
1347,Car,152.975,179.175,0.295,2.039,4.503
1348,Car,148.22,183.219,0.672,2.402,4.634
1349,Car,86.425,111.36,0.461,1.853,4.24
1350,Car,-54.129,77.431,0.459,1.756,4.441
1351,Car,-64.358,-41.703,0.999,1.961,4.215
1352,Car,65.525,66.295,0.119,1.682,4.226
1353,Car,176.901,194.008,0.543,2.077,4.48
1354,Car,30.894,-5.2,0.543,2.03,4.951
1355,Car,-102.518,123.919,0.419,1.825,4.441
1356,Car,-11.834,-6.266,0.738,1.836,4.204
1357,Car,-125.159,150.559,0.769,1.825,4.441
1358,Car,-18.269,4.736,0.539,1.809,4.76
1359,Car,156.172,159.028,0.201,1.983,4.2
1360,Car,-78.445,101.238,0.549,1.825,4.441
1361,Car,-62.466,85.113,0.459,1.756,4.441
1362,Car,188.862,200.348,0.243,2.077,4.48
1363,Car,81.12,81.989,0.29,1.915,4.2
1364,Car,11.651,-8.335,0.322,1.841,5.174
1365,Car,-39.265,-16.085,0.804,1.961,4.215
1366,Car,96.07,121.35,0.513,2.039,4.31
1367,Car,101.254,126.228,0.454,2.039,4.503
1368,Car,90.591,115.466,0.513,2.021,4.24
1369,Car,-23.454,-35.891,0.974,1.881,4.18
1370,Car,58.467,72.691,0.326,1.812,4.691
1371,Car,145.682,152.027,0.477,2.411,4.905
1372,Car,111.359,126.09,0.574,2.195,4.524
1373,Car,83.409,98.08,0.376,1.777,4.436
1374,Car,26.133,13.585,0.216,1.886,4.787
1375,Car,37.587,48.539,0.477,2.077,4.951
1376,Car,-0.297,15.474,0.625,1.806,4.391
1377,Car,101.965,117.086,0.74,2.195,4.524
1378,Car,19.357,33.947,0.495,1.806,4.561
1379,Car,91.619,106.08,0.676,2.195,4.524
1380,Car,10.961,29.461,0.435,1.806,4.391
1381,Pedestrian,23.419,52.694,0.855,0.946,1.081
1382,Car,17.012,22.293,0.425,1.934,4.229
1383,Car,145.483,151.881,0.477,2.411,4.905
1384,Car,102.008,117.076,0.574,2.195,4.524
1385,Car,26.09,13.612,0.23,1.815,4.816
1386,Car,17.065,22.257,0.431,1.934,4.162
1387,Car,83.325,97.946,0.332,1.794,4.436
1388,Car,58.229,72.466,0.376,1.812,4.691
1389,Pedestrian,100.581,129.893,0.63,0.794,0.696
1390,Car,176.243,188.308,0.493,2.077,4.48
1391,Car,190.787,211.958,0.111,1.997,4.48
1392,Car,37.464,48.461,0.427,2.077,4.951
1393,Car,111.335,126.041,0.556,2.195,4.524
1394,Car,91.549,106.007,0.676,2.195,4.691
1395,Pedestrian,23.389,52.647,0.938,0.956,0.985
1396,Car,19.201,33.793,0.445,1.806,4.561
1397,Car,20.759,31.401,0.591,1.867,4.629
1398,Car,-60.458,-37.423,0.934,2.104,4.215
1399,Car,26.281,36.583,0.451,1.867,4.689
1400,Car,-44.205,-44.985,0.986,2.049,4.409
1401,Car,-78.099,105.892,0.519,1.825,4.441
1402,Car,82.091,107.072,0.679,1.99,4.386
1403,Car,-30.673,-7.523,0.759,1.849,4.723
1404,Car,-5.121,-4.318,0.739,1.94,4.302
1405,Car,-14.805,0.275,0.699,1.756,4.441
1406,Pedestrian,6.987,35.465,0.781,0.824,1.259
1407,Car,-6.854,26.46,0.589,2.102,4.628
1408,Car,34.919,-11.359,0.811,1.924,4.164
1409,Car,50.51,-33.247,2.265,1.841,4.408
1410,Car,45.935,-19.327,1.33,1.841,4.408
1411,Car,-8.704,23.317,0.6,1.937,4.143
1412,Car,114.658,116.61,0.221,1.983,4.2
1413,Car,-130.248,139.238,0.169,1.825,4.441
1414,Car,-19.084,33.955,0.658,2.17,4.835
1415,Car,-13.885,28.142,0.481,2.044,4.381
1416,Car,126.755,152.526,0.295,2.039,4.503
1417,Car,-94.19,116.743,0.708,1.913,4.441
1418,Car,-36.216,46.93,0.226,1.913,4.441
1419,Car,71.744,-61.382,3.876,1.841,4.408
1420,Car,30.311,2.079,0.333,1.841,4.408
1421,Car,85.712,-83.701,5.94,1.841,4.408
1422,Car,59.967,-45.811,3.423,1.841,4.408
1423,Car,125.363,127.323,0.321,1.983,4.2
1424,Car,164.026,166.822,0.201,1.983,4.2
1425,Car,138.981,141.251,0.221,1.983,4.2
1426,Car,-63.064,94.76,-0.031,1.825,4.441
1427,Car,-13.929,9.403,0.572,1.849,4.464
1428,Car,106.6,131.627,0.454,2.039,4.503
1429,Car,-33.63,-27.354,1.073,1.94,4.302
1430,Car,-63.759,-59.894,1.013,1.94,4.302
1431,Car,182.401,197.639,0.493,2.077,4.48
1432,Car,-24.022,38.877,0.506,2.048,4.609
1433,Car,20.917,7.334,0.399,1.884,4.162
1434,Car,77.27,102.08,0.679,2.119,4.52
1435,Car,-19.063,-18.312,0.763,1.94,4.302
1436,Car,114.778,140.501,0.295,2.039,4.503
1437,Car,61.753,62.483,0.282,2.039,4.669
1438,Car,55.958,56.33,0.24,2.007,4.879
1439,Pedestrian,-3.64,23.176,0.641,0.77,0.933
1440,Car,111.411,136.687,0.345,2.039,4.503
1441,Car,-22.066,1.282,0.631,1.768,4.339
1442,Car,69.3,69.879,0.188,1.794,4.207
1443,Car,77.817,78.463,0.23,1.815,3.695
1444,Car,0.15,5.76,0.717,1.893,4.097
1445,Car,85.008,85.754,0.343,1.858,3.593
1446,Car,134.621,159.967,0.295,2.039,4.503
1447,Car,83.12,-76.29,4.853,1.841,4.408
1448,Car,43.579,-24.72,1.581,1.841,4.408
1449,Car,-56.664,84.275,0.519,1.825,4.441
1450,Car,152.975,179.175,0.295,2.039,4.503
1451,Car,148.22,183.219,0.672,2.402,4.634
1452,Car,86.425,111.36,0.461,1.853,4.24
1453,Car,-54.775,78.081,0.459,1.756,4.441
1454,Car,-64.358,-41.703,0.999,1.961,4.215
1455,Car,65.525,66.295,0.119,1.682,4.226
1456,Car,176.901,194.008,0.543,2.077,4.48
1457,Car,30.894,-5.2,0.543,2.03,4.951
1458,Car,-102.736,124.143,0.419,1.825,4.441
1459,Car,-11.438,-5.874,0.726,1.836,4.204
1460,Car,-124.6,151.138,0.769,1.825,4.441
1461,Car,-18.269,4.736,0.539,1.809,4.76
1462,Car,156.172,159.028,0.201,1.983,4.2
1463,Car,-78.867,101.662,0.579,1.825,4.441
1464,Car,-62.961,85.584,0.459,1.756,4.441
1465,Car,188.862,200.348,0.243,2.077,4.48
1466,Car,81.12,81.989,0.29,1.915,4.2
1467,Car,12.231,-8.703,0.322,1.841,5.174
1468,Car,-39.265,-16.085,0.804,1.961,4.215
1469,Car,96.07,121.35,0.513,2.039,4.31
1470,Car,101.254,126.228,0.454,2.039,4.503
1471,Car,90.591,115.466,0.513,2.021,4.24
1472,Car,-23.454,-35.891,0.974,1.881,4.18
1473,Car,57.895,72.059,0.326,1.812,4.691
1474,Car,146.287,152.635,0.477,2.411,4.905
1475,Car,110.872,125.635,0.568,2.195,4.524
1476,Car,82.915,97.581,0.376,1.777,4.436
1477,Car,26.118,13.681,0.213,1.886,4.787
1478,Car,37.268,48.194,0.477,2.077,4.951
1479,Car,-0.933,14.728,0.615,1.806,4.391
1480,Car,101.518,116.641,0.738,2.195,4.524
1481,Car,19.076,33.66,0.495,1.806,4.561
1482,Car,91.235,105.687,0.676,2.195,4.524
1483,Car,10.402,28.825,0.445,1.806,4.391
1484,Pedestrian,23.316,52.598,0.847,0.946,1.081
1485,Car,17.684,22.963,0.409,1.934,4.229
1486,Car,146.068,152.47,0.477,2.411,4.905
1487,Car,101.558,116.634,0.579,2.195,4.524
1488,Car,26.074,13.71,0.23,1.815,4.816
1489,Car,17.725,22.923,0.417,1.934,4.162
1490,Car,82.856,97.471,0.332,1.794,4.436
1491,Car,57.646,71.826,0.376,1.812,4.691
1492,Pedestrian,100.432,129.794,0.63,0.794,0.696
1493,Car,176.291,188.357,0.493,2.077,4.48
1494,Car,190.422,211.689,0.112,1.997,4.48
1495,Car,37.145,48.113,0.427,2.077,4.951
1496,Car,110.846,125.56,0.558,2.195,4.524
1497,Car,91.163,105.612,0.676,2.195,4.691
1498,Pedestrian,23.29,52.556,0.938,0.956,0.985
1499,Car,18.994,33.581,0.445,1.806,4.561
1500,Car,20.759,31.401,0.591,1.867,4.629
1501,Car,-60.458,-37.423,0.934,2.104,4.215
1502,Car,26.281,36.583,0.451,1.867,4.689
1503,Car,-44.205,-44.985,0.986,2.049,4.409
1504,Car,-78.513,106.26,0.519,1.825,4.441
1505,Car,82.091,107.072,0.679,1.99,4.386
1506,Car,-30.673,-7.523,0.759,1.849,4.723
1507,Car,-4.665,-3.876,0.733,1.94,4.302
1508,Car,-15.646,-0.588,0.709,1.756,4.441
1509,Pedestrian,6.857,35.325,0.781,0.824,1.259
1510,Car,-6.854,26.46,0.589,2.102,4.628
1511,Car,34.919,-11.359,0.811,1.924,4.164
1512,Car,50.415,-33.103,2.245,1.841,4.408
1513,Car,45.729,-19.042,1.315,1.841,4.408
1514,Car,-8.704,23.317,0.6,1.937,4.143
1515,Car,114.658,116.61,0.221,1.983,4.2
1516,Car,-129.615,139.133,0.169,1.825,4.441
1517,Car,-19.084,33.955,0.658,2.17,4.835
1518,Car,-13.885,28.142,0.481,2.044,4.381
1519,Car,126.755,152.526,0.295,2.039,4.503
1520,Car,-94.5,117.051,0.719,1.913,4.441
1521,Car,-35.738,46.458,0.232,1.913,4.441
1522,Car,71.27,-60.786,3.865,1.841,4.408
1523,Car,30.164,2.34,0.319,1.841,4.408
1524,Car,84.49,-82.408,5.793,1.841,4.408
1525,Car,59.829,-45.619,3.417,1.841,4.408
1526,Car,125.363,127.323,0.321,1.983,4.2
1527,Car,164.026,166.822,0.201,1.983,4.2
1528,Car,138.981,141.251,0.221,1.983,4.2
1529,Car,-63.465,95.161,-0.031,1.825,4.441
1530,Car,-13.929,9.403,0.572,1.849,4.464
1531,Car,106.6,131.627,0.454,2.039,4.503
1532,Car,-33.128,-26.917,1.063,1.94,4.302
1533,Car,-62.42,-58.627,1.013,1.94,4.302
1534,Car,182.401,197.639,0.493,2.077,4.48
1535,Car,-24.022,38.877,0.506,2.048,4.609
1536,Car,20.917,7.334,0.399,1.884,4.162
1537,Car,77.27,102.08,0.679,2.119,4.52
1538,Car,-18.894,-18.134,0.763,1.94,4.302
1539,Car,114.778,140.501,0.295,2.039,4.503
1540,Car,61.753,62.483,0.282,2.039,4.669
1541,Car,55.958,56.33,0.24,2.007,4.879
1542,Pedestrian,-3.551,23.264,0.649,0.77,0.933
1543,Car,111.411,136.687,0.345,2.039,4.503
1544,Car,-22.066,1.282,0.631,1.768,4.339
1545,Car,69.3,69.879,0.188,1.794,4.207
1546,Car,77.817,78.463,0.23,1.815,3.695
1547,Car,0.648,6.267,0.719,1.893,4.097
1548,Car,85.008,85.754,0.343,1.858,3.593
1549,Car,134.621,159.967,0.295,2.039,4.503
1550,Car,82.833,-75.903,4.828,1.841,4.408
1551,Car,43.37,-24.571,1.564,1.841,4.408
1552,Car,-57.303,84.86,0.519,1.825,4.441
1553,Car,152.975,179.175,0.295,2.039,4.503
1554,Car,148.22,183.219,0.672,2.402,4.634
1555,Car,86.425,111.36,0.461,1.853,4.24
1556,Car,-54.998,78.303,0.459,1.756,4.441
1557,Car,-64.358,-41.703,0.999,1.961,4.215
1558,Car,65.525,66.295,0.119,1.682,4.226
1559,Car,176.901,194.008,0.543,2.077,4.48
1560,Car,30.894,-5.2,0.543,2.03,4.951
1561,Car,-102.815,124.224,0.419,1.825,4.441
1562,Car,-11.043,-5.481,0.714,1.836,4.204
1563,Car,-124.042,151.717,0.769,1.825,4.441
1564,Car,-18.269,4.736,0.539,1.809,4.76
1565,Car,156.172,159.028,0.201,1.983,4.2
1566,Car,-79.426,102.223,0.619,1.825,4.441
1567,Car,-63.618,86.209,0.459,1.756,4.441
1568,Car,188.862,200.348,0.243,2.077,4.48
1569,Car,81.12,81.989,0.29,1.915,4.2
1570,Car,12.978,-9.223,0.322,1.841,5.174
1571,Car,-39.265,-16.085,0.804,1.961,4.215
1572,Car,96.07,121.35,0.513,2.039,4.31
1573,Car,101.254,126.228,0.454,2.039,4.503
1574,Car,90.591,115.466,0.513,2.021,4.24
1575,Car,-23.454,-35.891,0.974,1.881,4.18
1576,Car,57.309,71.412,0.326,1.812,4.691
1577,Car,146.804,153.187,0.477,2.411,4.905
1578,Car,110.417,125.202,0.568,2.195,4.524
1579,Car,82.365,97.025,0.376,1.777,4.436
1580,Car,26.103,13.773,0.215,1.886,4.787
1581,Car,36.948,47.849,0.477,2.077,4.951
1582,Car,-1.568,13.983,0.605,1.806,4.391
1583,Car,101.072,116.197,0.736,2.195,4.524
1584,Car,18.995,33.577,0.495,1.806,4.561
1585,Car,90.851,105.294,0.676,2.195,4.524
1586,Car,9.844,28.188,0.455,1.806,4.391
1587,Pedestrian,23.208,52.46,0.843,0.946,1.081
1588,Car,18.355,23.633,0.393,1.934,4.229
1589,Car,146.572,152.996,0.477,2.411,4.905
1590,Car,101.108,116.192,0.583,2.195,4.524
1591,Car,26.064,13.775,0.23,1.815,4.816
1592,Car,18.385,23.588,0.403,1.934,4.162
1593,Car,82.544,97.154,0.332,1.794,4.436
1594,Car,57.069,71.194,0.376,1.812,4.691
1595,Pedestrian,100.283,129.695,0.63,0.794,0.696
1596,Car,176.339,188.406,0.493,2.077,4.48
1597,Car,190.239,211.555,0.112,1.997,4.48
1598,Car,36.932,47.881,0.427,2.077,4.951
1599,Car,110.407,125.128,0.56,2.195,4.524
1600,Car,90.906,105.35,0.676,2.195,4.691
1601,Pedestrian,23.225,52.496,0.938,0.956,0.985
1602,Car,18.856,33.44,0.445,1.806,4.561
1603,Car,20.759,31.401,0.591,1.867,4.629
1604,Car,-60.458,-37.423,0.934,2.104,4.215
1605,Car,26.281,36.583,0.451,1.867,4.689
1606,Car,-44.205,-44.985,0.986,2.049,4.409
1607,Car,-78.892,106.597,0.519,1.825,4.441
1608,Car,82.091,107.072,0.679,1.99,4.386
1609,Car,-30.673,-7.523,0.759,1.849,4.723
1610,Car,-4.209,-3.434,0.727,1.94,4.302
1611,Car,-16.508,-1.482,0.729,1.756,4.441
1612,Pedestrian,6.74,35.199,0.781,0.824,1.259
1613,Car,-6.854,26.46,0.589,2.102,4.628
1614,Car,34.919,-11.359,0.811,1.924,4.164
1615,Car,50.203,-32.779,2.2,1.841,4.408
1616,Car,45.264,-18.401,1.281,1.841,4.408
1617,Car,-8.704,23.317,0.6,1.937,4.143
1618,Car,114.658,116.61,0.221,1.983,4.2
1619,Car,-128.99,138.991,0.169,1.825,4.441
1620,Car,-19.084,33.955,0.658,2.17,4.835
1621,Car,-13.885,28.142,0.481,2.044,4.381
1622,Car,126.755,152.526,0.295,2.039,4.503
1623,Car,-94.628,117.178,0.725,1.913,4.441
1624,Car,-34.781,45.513,0.243,1.913,4.441
1625,Car,70.797,-60.19,3.854,1.841,4.408
1626,Car,30.026,2.587,0.306,1.841,4.408
1627,Car,83.269,-81.116,5.647,1.841,4.408
1628,Car,59.553,-45.236,3.406,1.841,4.408
1629,Car,125.363,127.323,0.321,1.983,4.2
1630,Car,164.026,166.822,0.201,1.983,4.2
1631,Car,138.981,141.251,0.221,1.983,4.2
1632,Car,-64.366,96.061,-0.031,1.825,4.441
1633,Car,-13.929,9.403,0.572,1.849,4.464
1634,Car,106.6,131.627,0.454,2.039,4.503
1635,Car,-32.597,-26.432,1.063,1.94,4.302
1636,Car,-61.929,-58.155,1.013,1.94,4.302
1637,Car,182.401,197.639,0.493,2.077,4.48
1638,Car,-24.022,38.877,0.506,2.048,4.609
1639,Car,20.917,7.334,0.399,1.884,4.162
1640,Car,77.27,102.08,0.679,2.119,4.52
1641,Car,-18.814,-18.051,0.763,1.94,4.302
1642,Car,114.778,140.501,0.295,2.039,4.503
1643,Car,61.753,62.483,0.282,2.039,4.669
1644,Car,55.958,56.33,0.24,2.007,4.879
1645,Pedestrian,-3.436,23.378,0.657,0.77,0.933
1646,Car,111.411,136.687,0.345,2.039,4.503
1647,Car,-22.066,1.282,0.631,1.768,4.339
1648,Car,69.3,69.879,0.188,1.794,4.207
1649,Car,77.817,78.463,0.23,1.815,3.695
1650,Car,1.169,6.799,0.721,1.893,4.097
1651,Car,85.008,85.754,0.343,1.858,3.593
1652,Car,134.621,159.967,0.295,2.039,4.503
1653,Car,82.546,-75.517,4.804,1.841,4.408
1654,Car,42.952,-24.273,1.531,1.841,4.408
1655,Car,-57.538,85.088,0.519,1.825,4.441
1656,Car,152.975,179.175,0.295,2.039,4.503
1657,Car,148.22,183.219,0.672,2.402,4.634
1658,Car,86.425,111.36,0.461,1.853,4.24
1659,Car,-55.502,78.803,0.459,1.756,4.441
1660,Car,-64.358,-41.703,0.999,1.961,4.215
1661,Car,65.525,66.295,0.119,1.682,4.226
1662,Car,176.901,194.008,0.543,2.077,4.48
1663,Car,30.894,-5.2,0.543,2.03,4.951
1664,Car,-102.974,124.387,0.419,1.825,4.441
1665,Car,-10.608,-5.04,0.702,1.836,4.204
1666,Car,-123.733,152.033,0.769,1.825,4.441
1667,Car,-18.269,4.736,0.539,1.809,4.76
1668,Car,156.172,159.028,0.201,1.983,4.2
1669,Car,-79.618,102.415,0.63,1.825,4.441
1670,Car,-63.853,86.441,0.459,1.756,4.441
1671,Car,188.862,200.348,0.243,2.077,4.48
1672,Car,81.12,81.989,0.29,1.915,4.2
1673,Car,13.278,-9.443,0.327,1.841,5.174
1674,Car,-39.265,-16.085,0.804,1.961,4.215
1675,Car,96.07,121.35,0.513,2.039,4.31
1676,Car,101.254,126.228,0.454,2.039,4.503
1677,Car,90.591,115.466,0.513,2.021,4.24
1678,Car,-23.454,-35.891,0.974,1.881,4.18
1679,Car,56.724,70.766,0.326,1.812,4.691
1680,Car,147.321,153.739,0.477,2.411,4.905
1681,Car,109.962,124.77,0.568,2.195,4.524
1682,Car,81.816,96.469,0.376,1.777,4.436
1683,Car,26.089,13.866,0.216,1.886,4.787
1684,Car,36.686,47.565,0.477,2.077,4.951
1685,Car,-2.298,13.191,0.615,1.806,4.391
1686,Car,100.662,115.787,0.734,2.195,4.524
1687,Car,18.812,33.39,0.495,1.806,4.561
1688,Car,90.446,104.888,0.676,2.195,4.524
1689,Car,9.259,27.511,0.465,1.806,4.391
1690,Pedestrian,23.099,52.321,0.839,0.946,1.081
1691,Car,19.046,24.33,0.383,1.934,4.229
1692,Car,147.076,153.522,0.477,2.411,4.905
1693,Car,100.658,115.75,0.587,2.195,4.524
1694,Car,26.059,13.841,0.242,1.815,4.816
1695,Car,19.071,24.28,0.399,1.934,4.162
1696,Car,81.856,96.46,0.332,1.794,4.436
1697,Car,56.685,70.774,0.376,1.812,4.691
1698,Pedestrian,100.134,129.597,0.63,0.794,0.696
1699,Car,176.387,188.455,0.493,2.077,4.48
1700,Car,189.792,211.215,0.147,1.997,4.48
1701,Car,36.646,47.566,0.44,2.077,4.951
1702,Car,109.967,124.696,0.562,2.195,4.524
1703,Car,90.401,104.843,0.676,2.195,4.691
1704,Pedestrian,23.08,52.333,0.913,0.956,0.985
1705,Car,18.68,33.26,0.445,1.806,4.561
1706,Car,20.759,31.401,0.591,1.867,4.629
1707,Car,-60.458,-37.423,0.934,2.104,4.215
1708,Car,26.281,36.583,0.451,1.867,4.689
1709,Car,-44.205,-44.985,0.986,2.049,4.409
1710,Car,-79.263,106.927,0.519,1.825,4.441
1711,Car,82.091,107.072,0.679,1.99,4.386
1712,Car,-30.673,-7.523,0.759,1.849,4.723
1713,Car,-3.709,-2.94,0.723,1.94,4.302
1714,Car,-17.37,-2.376,0.749,1.756,4.441
1715,Pedestrian,6.623,35.073,0.781,0.824,1.259
1716,Car,-6.854,26.46,0.589,2.102,4.628
1717,Car,34.919,-11.359,0.811,1.924,4.164
1718,Car,50.008,-32.482,2.159,1.841,4.408
1719,Car,44.838,-17.814,1.25,1.841,4.408
1720,Car,-8.704,23.317,0.6,1.937,4.143
1721,Car,114.658,116.61,0.221,1.983,4.2
1722,Car,-128.374,138.814,0.169,1.825,4.441
1723,Car,-19.084,33.955,0.658,2.17,4.835
1724,Car,-13.885,28.142,0.481,2.044,4.381
1725,Car,126.755,152.526,0.295,2.039,4.503
1726,Car,-94.885,117.433,0.735,1.913,4.441
1727,Car,-33.824,44.567,0.254,1.913,4.441
1728,Car,70.619,-59.963,3.848,1.841,4.408
1729,Car,29.89,2.829,0.293,1.841,4.408
1730,Car,82.047,-79.823,5.501,1.841,4.408
1731,Car,59.277,-44.852,3.395,1.841,4.408
1732,Car,125.363,127.323,0.321,1.983,4.2
1733,Car,164.026,166.822,0.201,1.983,4.2
1734,Car,138.981,141.251,0.221,1.983,4.2
1735,Car,-65.193,96.886,-0.031,1.825,4.441
1736,Car,-13.929,9.403,0.572,1.849,4.464
1737,Car,106.6,131.627,0.454,2.039,4.503
1738,Car,-32.066,-25.947,1.063,1.94,4.302
1739,Car,-60.825,-57.093,1.013,1.94,4.302
1740,Car,182.401,197.639,0.493,2.077,4.48
1741,Car,-24.022,38.877,0.506,2.048,4.609
1742,Car,20.917,7.334,0.399,1.884,4.162
1743,Car,77.27,102.08,0.679,2.119,4.52
1744,Car,-18.634,-17.864,0.763,1.94,4.302
1745,Car,114.778,140.501,0.295,2.039,4.503
